length , start  , read   , filter , measure , tagging , sort   , end
1      , 3650   , 6972   , 8672   , 10047   , 11613   , 13127  , 14764
2      , 504    , 1142   , 1442   , 1626    , 1846    , 2037   , 2225
3      , 1309   , 2394   , 3024   , 3593    , 4089    , 4605   , 5138
4      , 861    , 2555   , 2911   , 3754    , 3947    , 4134   , 4322
1      , 2803   , 4945   , 6500   , 7904    , 9261    , 10661  , 11994
2      , 445    , 1170   , 1358   , 1548    , 1731    , 1915   , 2103
3      , 433    , 1183   , 1380   , 1576    , 1766    , 1957   , 2149
2      , 3667   , 6708   , 8311   , 9780    , 11300   , 12822  , 14422
3      , 2811   , 5423   , 7000   , 8352    , 9637    , 11092  , 12342
4      , 416    , 1134   , 1329   , 1522    , 1713    , 1903   , 2089
5      , 452    , 1099   , 1298   , 1488    , 1673    , 1863   , 2051
6      , 3506   , 6772   , 8564   , 10206   , 11808   , 13511  , 15122
7      , 510    , 1386   , 1679   , 1885    , 2093    , 2303   , 2515
8      , 482    , 1330   , 1578   , 1781    , 2006    , 2227   , 2432
1      , 3256   , 6422   , 8103   , 9619    , 11053   , 12577  , 14161
2      , 3143   , 5744   , 7191   , 8477    , 9833    , 11071  , 12335
3      , 789    , 1606   , 1939   , 2322    , 2535    , 2771   , 3142
4      , 2929   , 5626   , 7093   , 8459    , 9690    , 10884  , 12104
5      , 413    , 2014   , 2239   , 2429    , 2614    , 2808   , 2993
6      , 445    , 1155   , 1488   , 1671    , 1853    , 2039   , 2235
5      , 3625   , 6940   , 8583   , 9964    , 11528   , 13214  , 14875
4      , 522    , 1919   , 2230   , 2450    , 2659    , 2862   , 3075
1      , 3219   , 5607   , 7675   , 9077    , 10318   , 11708  , 13213
2      , 549    , 1258   , 1577   , 1785    , 1995    , 2223   , 2439
3      , 1068   , 1849   , 2387   , 2905    , 3118    , 3331   , 3537
2      , 3500   , 6656   , 8333   , 9897    , 11558   , 13189  , 14980
1      , 636    , 16800  , 17306  , 17554   , 17829   , 18037  , 18275
2      , 5805   , 8186   , 9585   , 10866   , 11952   , 13055  , 14360
3      , 2908   , 5655   , 7080   , 8388    , 9613    , 11046  , 12357
4      , 599    , 1283   , 1591   , 1810    , 2017    , 2217   , 2414
5      , 590    , 4691   , 5340   , 5557    , 5769    , 5966   , 6869
6      , 533    , 1459   , 1766   , 1983    , 2185    , 2387   , 2591
7      , 496    , 1499   , 1816   , 2008    , 2277    , 2484   , 2685
1      , 2658   , 5908   , 7741   , 9139    , 10294   , 11533  , 12822
2      , 429    , 1092   , 1281   , 1470    , 1654    , 1843   , 2024
3      , 486    , 1273   , 1463   , 1652    , 1835    , 2027   , 2218
4      , 361    , 617    , 800    , 973     , 1143    , 1328   , 1523
5      , 832    , 28001  , 28197  , 28387   , 28578   , 29070  , 29258
6      , 425    , 802    , 1025   , 1215    , 1400    , 1592   , 1775
7      , 284    , 590    , 811    , 1018    , 1250    , 1492   , 1708
8      , 512    , 2076   , 2287   , 2504    , 2679    , 2857   , 3035
9      , 411    , 1015   , 1204   , 1389    , 1568    , 1754   , 1936
1      , 586    , 1376   , 1708   , 1912    , 2126    , 2326   , 2527
2      , 574    , 1541   , 2042   , 2239    , 2439    , 2646   , 2852
3      , 448    , 1276   , 1464   , 1645    , 1827    , 2008   , 2192
4      , 453    , 1017   , 1206   , 1390    , 1571    , 1757   , 1942
5      , 480    , 2764   , 3066   , 3249    , 3434    , 3618   , 3839
6      , 414    , 997    , 1183   , 1366    , 1547    , 1730   , 1914
7      , 259    , 483    , 677    , 857     , 1034    , 1216   , 1396
8      , 436    , 799    , 999    , 1192    , 1379    , 1577   , 1766
9      , 543    , 1224   , 1630   , 1839    , 2037    , 2251   , 2460
10     , 406    , 1385   , 1573   , 1755    , 1935    , 2116   , 2294
11     , 431    , 731    , 915    , 1096    , 1274    , 1455   , 1632
12     , 404    , 725    , 910    , 1092    , 1271    , 1452   , 1635
13     , 228    , 464    , 640    , 816     , 983     , 1161   , 1336
14     , 421    , 1335   , 1520   , 1706    , 1889    , 2066   , 2245
15     , 368    , 617    , 814    , 1031    , 1219    , 1436   , 1634
16     , 400    , 713    , 896    , 1076    , 1252    , 1432   , 1610
17     , 315    , 580    , 820    , 1038    , 1266    , 1503   , 1720
18     , 717    , 1519   , 1707   , 1887    , 2070    , 2256   , 2438
19     , 392    , 842    , 1033   , 1216    , 1397    , 1579   , 1757
1      , 2857   , 5333   , 6724   , 7979    , 9396    , 10693  , 11982
2      , 557    , 1342   , 1621   , 1827    , 2042    , 2271   , 2474
3      , 2861   , 5572   , 7230   , 8622    , 9819    , 11039  , 12364
4      , 525    , 1121   , 1314   , 1504    , 1689    , 1877   , 2063
5      , 441    , 887    , 1081   , 1272    , 1457    , 1647   , 1831
6      , 415    , 1941   , 2134   , 2322    , 2512    , 2699   , 2884
7      , 331    , 821    , 1015   , 1265    , 1483    , 1716   , 1941
8      , 418    , 737    , 929    , 1113    , 1297    , 1485   , 1671
9      , 421    , 2076   , 2263   , 2444    , 2628    , 2815   , 2996
10     , 570    , 1197   , 1462   , 1826    , 2063    , 2307   , 2548
11     , 601    , 1540   , 1728   , 1904    , 2085    , 2269   , 2457
12     , 329    , 637    , 834    , 1040    , 1234    , 1442   , 1673
1      , 5822   , 8638   , 10027  , 11402   , 12674   , 13935  , 15277
2      , 463    , 1285   , 1481   , 1666    , 1849    , 2031   , 2215
3      , 429    , 1736   , 1951   , 2147    , 2410    , 2595   , 2784
4      , 815    , 2092   , 2281   , 2470    , 2755    , 2941   , 3128
5      , 622    , 1758   , 1953   , 2448    , 2627    , 2809   , 2994
6      , 435    , 792    , 986    , 1175    , 1358    , 1550   , 1738
7      , 287    , 569    , 760    , 951     , 1135    , 1319   , 1507
8      , 425    , 1010   , 1199   , 1384    , 1566    , 1750   , 1933
9      , 440    , 1384   , 1572   , 1757    , 1934    , 2116   , 2386
10     , 636    , 1032   , 1257   , 1472    , 1686    , 1920   , 2154
11     , 368    , 771    , 973    , 1165    , 1409    , 1613   , 1827
13     , 474    , 1115   , 1386   , 1609    , 1820    , 2022   , 2236
12     , 283    , 541    , 752    , 969     , 1161    , 1367   , 1581
1      , 2844   , 5311   , 6680   , 8019    , 9269    , 10510  , 11694
2      , 441    , 1928   , 2147   , 2343    , 2647    , 2872   , 3077
3      , 937    , 2845   , 3038   , 3229    , 3412    , 3600   , 3784
4      , 441    , 1465   , 1658   , 1846    , 2028    , 2218   , 2403
5      , 432    , 1048   , 1240   , 1425    , 1611    , 1804   , 1990
6      , 711    , 1119   , 1381   , 1604    , 1840    , 2060   , 2288
7      , 410    , 1019   , 1218   , 1412    , 1600    , 1787   , 1977
8      , 382    , 725    , 937    , 1180    , 1438    , 1671   , 1922
9      , 448    , 753    , 944    , 1135    , 1324    , 1516   , 1701
10     , 393    , 1052   , 2851   , 3033    , 3211    , 3397   , 3580
1      , 2994   , 5655   , 7016   , 8292    , 9510    , 10758  , 15375
2      , 473    , 1146   , 1340   , 1529    , 1712    , 1904   , 2089
3      , 428    , 1776   , 1967   , 2155    , 2346    , 2535   , 2718
4      , 343    , 674    , 905    , 1113    , 1335    , 1541   , 1760
5      , 452    , 1375   , 1576   , 1767    , 1953    , 2141   , 2327
6      , 331    , 801    , 998    , 1210    , 1418    , 1618   , 1821
7      , 2583   , 5177   , 6688   , 7885    , 9068    , 10385  , 11693
8      , 550    , 1393   , 1730   , 2081    , 2286    , 2488   , 2691
9      , 397    , 967    , 1218   , 1470    , 1699    , 1936   , 2164
10     , 366    , 838    , 1092   , 1333    , 1563    , 1789   , 2042
11     , 727    , 1820   , 2050   , 2268    , 2465    , 2669   , 2870
12     , 2331   , 4660   , 5727   , 6724    , 7707    , 8693   , 9785
13     , 416    , 1133   , 1348   , 1537    , 1713    , 1896   , 2072
14     , 510    , 949    , 1173   , 1406    , 1649    , 1867   , 2112
15     , 1042   , 1333   , 1514   , 1683    , 1851    , 2046   , 2213
16     , 414    , 993    , 1183   , 1361    , 1539    , 1733   , 1911
17     , 353    , 1083   , 1288   , 1491    , 1703    , 1896   , 2091
18     , 255    , 459    , 632    , 800     , 970     , 1139   , 1316
19     , 259    , 471    , 642    , 847     , 1017    , 1414   , 1596
20     , 419    , 1375   , 1557   , 1736    , 1918    , 2100   , 2278
21     , 400    , 807    , 993    , 1172    , 1347    , 1528   , 1707
1      , 2800   , 5769   , 7172   , 8575    , 9986    , 11250  , 12566
2      , 6384   , 9134   , 10562  , 11895   , 13223   , 15481  , 16717
3      , 433    , 1083   , 1275   , 1459    , 1642    , 1826   , 2015
4      , 431    , 1170   , 1360   , 1551    , 1740    , 1931   , 2125
5      , 437    , 1050   , 1241   , 1427    , 1609    , 1797   , 1983
6      , 496    , 927    , 1185   , 1438    , 1710    , 1940   , 2185
7      , 395    , 808    , 1077   , 1406    , 1657    , 1887   , 2125
8      , 2842   , 5323   , 6647   , 7803    , 8992    , 10208  , 11591
9      , 420    , 1239   , 1449   , 1634    , 1813    , 1994   , 2175
10     , 340    , 678    , 904    , 1133    , 1369    , 1594   , 1808
11     , 288    , 551    , 725    , 902     , 1453    , 1639   , 1835
12     , 1376   , 4931   , 5144   , 5381    , 5622    , 6412   , 6690
1      , 3047   , 6148   , 7439   , 8672    , 9948    , 11272  , 12592
2      , 438    , 2036   , 2226   , 2415    , 3013    , 3202   , 3389
3      , 3139   , 6089   , 7580   , 8980    , 10261   , 11402  , 12547
4      , 2758   , 5633   , 6963   , 8233    , 9617    , 10761  , 11874
5      , 574    , 1824   , 2025   , 2217    , 2405    , 2584   , 2766
6      , 418    , 992    , 1185   , 1378    , 1563    , 1748   , 1929
7      , 448    , 1352   , 1546   , 1738    , 1925    , 2117   , 2301
8      , 399    , 1094   , 1273   , 1456    , 1632    , 1814   , 1999
9      , 3058   , 5630   , 6942   , 8297    , 9572    , 10856  , 12111
10     , 577    , 1279   , 1549   , 1744    , 2115    , 2350   , 2548
11     , 346    , 790    , 1001   , 1241    , 1472    , 1706   , 1943
1      , 3631   , 7334   , 9000   , 10625   , 12148   , 13583  , 15240
2      , 442    , 1167   , 1361   , 1543    , 1726    , 1909   , 2087
3      , 412    , 1001   , 1189   , 1376    , 1558    , 1745   , 1925
4      , 425    , 2327   , 2515   , 2700    , 3078    , 3264   , 3452
5      , 449    , 1191   , 1396   , 1584    , 1765    , 1952   , 2135
6      , 428    , 1309   , 1493   , 1681    , 1859    , 2047   , 2228
7      , 577    , 1424   , 1700   , 1949    , 2209    , 2485   , 2736
8      , 401    , 964    , 1148   , 1322    , 1493    , 1681   , 1857
9      , 335    , 620    , 820    , 1024    , 1215    , 1412   , 1661
8      , 852    , 2145   , 2837   , 3034    , 3235    , 3486   , 3688
7      , 435    , 954    , 1143   , 1321    , 1492    , 1667   , 1841
6      , 808    , 1717   , 2100   , 2333    , 2581    , 2821   , 3066
1      , 389    , 1015   , 1193   , 1372    , 1544    , 1715   , 1888
2      , 983    , 2362   , 2707   , 2909    , 3115    , 3319   , 3533
3      , 546    , 1177   , 1402   , 1635    , 1853    , 2070   , 2288
4      , 390    , 806    , 1069   , 1308    , 1552    , 1816   , 2079
5      , 917    , 1262   , 1529   , 1762    , 2007    , 2259   , 2483
6      , 443    , 1021   , 1214   , 1407    , 1592    , 1781   , 1965
7      , 292    , 609    , 805    , 1024    , 1222    , 1426   , 1640
8      , 445    , 932    , 1126   , 1320    , 1509    , 1704   , 1893
7      , 347    , 647    , 904    , 1156    , 1383    , 1608   , 1863
1      , 3167   , 6060   , 7486   , 8727    , 10016   , 11300  , 12416
2      , 522    , 1174   , 1522   , 1749    , 1943    , 2150   , 2350
3      , 572    , 1288   , 1630   , 1846    , 2065    , 2286   , 2508
4      , 628    , 1553   , 1845   , 2075    , 2281    , 2494   , 2710
5      , 541    , 1197   , 1448   , 1665    , 1911    , 2114   , 2319
6      , 519    , 1334   , 1974   , 2183    , 2380    , 2598   , 2799
7      , 591    , 1354   , 1666   , 1897    , 2171    , 2406   , 2666
6      , 504    , 1190   , 1478   , 1710    , 2742    , 3090   , 3291
5      , 617    , 1271   , 1647   , 1880    , 2135    , 2386   , 2635
4      , 443    , 1412   , 1604   , 1794    , 1979    , 2166   , 2348
1      , 2823   , 5581   , 7264   , 8508    , 10011   , 11400  , 12864
2      , 628    , 1620   , 2028   , 2226    , 2465    , 2684   , 2901
3      , 588    , 1325   , 1829   , 2106    , 2590    , 2795   , 3088
2      , 2884   , 5786   , 7312   , 8631    , 10036   , 11411  , 12776
1      , 2825   , 5863   , 7708   , 9005    , 10264   , 11502  , 12872
2      , 455    , 1049   , 1242   , 1430    , 1618    , 2597   , 2791
3      , 448    , 1058   , 1253   , 1448    , 1631    , 1820   , 2004
4      , 3127   , 5652   , 7085   , 8316    , 9644    , 10977  , 12349
5      , 500    , 1279   , 1472   , 1660    , 1846    , 2033   , 2216
6      , 423    , 797    , 988    , 1178    , 1361    , 1554   , 1740
7      , 422    , 1051   , 1245   , 1437    , 1623    , 1812   , 1995
1      , 3680   , 7002   , 8785   , 10452   , 12124   , 13624  , 15260
2      , 442    , 1185   , 1375   , 1562    , 1743    , 1931   , 2116
3      , 2798   , 5644   , 6994   , 8286    , 9542    , 10900  , 12134
4      , 668    , 1433   , 1764   , 1989    , 2224    , 2456   , 2701
5      , 474    , 1097   , 1283   , 1489    , 1664    , 1881   , 2061
6      , 270    , 555    , 735    , 917     , 1365    , 1562   , 1740
7      , 415    , 720    , 907    , 1097    , 1279    , 1467   , 1650
8      , 443    , 1190   , 1382   , 1574    , 1756    , 1938   , 2123
9      , 321    , 788    , 997    , 1202    , 1402    , 1605   , 1815
1      , 3131   , 6145   , 7923   , 9542    , 11276   , 12714  , 14167
2      , 560    , 1878   , 2168   , 2406    , 2605    , 2815   , 3016
3      , 501    , 1190   , 1472   , 1683    , 1887    , 2092   , 2306
4      , 538    , 1362   , 1869   , 2106    , 2316    , 2522   , 2743
5      , 339    , 705    , 962    , 1214    , 1449    , 1679   , 1911
6      , 731    , 1634   , 1967   , 2183    , 2387    , 2607   , 2826
7      , 481    , 1213   , 1534   , 1752    , 1958    , 2178   , 2398
8      , 428    , 767    , 958    , 1152    , 1336    , 1525   , 1710
9      , 450    , 1057   , 1251   , 1440    , 1623    , 1815   , 2001
10     , 440    , 1166   , 1367   , 1560    , 1747    , 1931   , 2114
11     , 537    , 1461   , 1749   , 2016    , 2237    , 2448   , 2651
12     , 332    , 722    , 973    , 1243    , 1473    , 1695   , 1909
13     , 383    , 818    , 1098   , 1345    , 1572    , 1822   , 2047
14     , 376    , 720    , 990    , 1254    , 1480    , 1729   , 1956
15     , 576    , 1342   , 1670   , 1915    , 2119    , 2345   , 2551
1      , 2615   , 5000   , 6339   , 7492    , 8708    , 9900   , 11208
2      , 437    , 1565   , 1754   , 1948    , 2136    , 2328   , 2513
3      , 440    , 1215   , 1407   , 1600    , 1887    , 2075   , 2259
4      , 443    , 795    , 986    , 1178    , 1361    , 1543   , 1727
5      , 436    , 930    , 1112   , 1296    , 1472    , 1656   , 1832
6      , 358    , 1092   , 1286   , 1500    , 1679    , 1859   , 2068
7      , 588    , 1493   , 1855   , 2089    , 2338    , 2571   , 2792
8      , 13914  , 14677  , 15010  , 15238   , 15486   , 15729  , 15969
9      , 2764   , 5322   , 6628   , 7839    , 9220    , 10375  , 11649
10     , 479    , 1371   , 1688   , 1988    , 2189    , 2431   , 2658
11     , 413    , 866    , 1136   , 1377    , 1614    , 1869   , 2108
12     , 357    , 742    , 987    , 1260    , 1499    , 1725   , 1968
13     , 460    , 1357   , 1806   , 2163    , 2399    , 2601   , 2818
14     , 412    , 882    , 1118   , 1328    , 1556    , 1789   , 2026
15     , 348    , 690    , 946    , 1193    , 1403    , 1655   , 1883
16     , 347    , 678    , 936    , 1167    , 1386    , 1625   , 1850
17     , 1125   , 3222   , 3895   , 4656    , 4853    , 5165   , 5365
18     , 417    , 748    , 934    , 1123    , 1309    , 1499   , 1681
19     , 552    , 996    , 1262   , 1510    , 1759    , 2012   , 2264
20     , 241    , 491    , 702    , 892     , 1078    , 1273   , 1464
1      , 3347   , 6142   , 7580   , 8991    , 10333   , 11705  , 13080
2      , 438    , 1361   , 1554   , 1744    , 1930    , 2114   , 2299
3      , 444    , 1047   , 1246   , 1437    , 1626    , 1812   , 1996
4      , 459    , 1607   , 1821   , 2010    , 2200    , 2393   , 2578
5      , 292    , 568    , 749    , 930     , 1110    , 1295   , 1478
6      , 874    , 1746   , 2240   , 2585    , 2822    , 3052   , 3294
7      , 70235  , 70650  , 70880  , 71088   , 71388   , 71623  , 71834
8      , 542    , 1446   , 1762   , 1975    , 2189    , 2415   , 2640
9      , 420    , 1425   , 1620   , 1806    , 1991    , 2179   , 2369
10     , 309    , 636    , 818    , 992     , 1166    , 1350   , 1531
11     , 327    , 600    , 779    , 956     , 1134    , 1315   , 1498
12     , 324    , 605    , 847    , 1043    , 1250    , 1482   , 1720
13     , 271    , 521    , 713    , 888     , 1068    , 1251   , 1428
14     , 444    , 1225   , 1420   , 1608    , 1793    , 1980   , 2166
1      , 3455   , 7080   , 8839   , 10474   , 12099   , 13849  , 15580
2      , 513    , 1372   , 1692   , 2009    , 2225    , 2435   , 2766
3      , 382    , 759    , 1094   , 1339    , 1561    , 1797   , 2041
4      , 6185   , 8461   , 9830   , 11041   , 12185   , 13527  , 14660
5      , 513    , 1301   , 1684   , 2043    , 2251    , 2476   , 2724
6      , 400    , 775    , 1037   , 1309    , 1536    , 1756   , 2011
7      , 551    , 1241   , 1667   , 1876    , 2088    , 2314   , 2548
8      , 414    , 858    , 1103   , 1309    , 1536    , 1758   , 2003
9      , 532    , 1256   , 1601   , 1811    , 2028    , 2236   , 2447
