length , start  , read   , filter , measure , tagging , sort   , end
8      , 387    , 765    , 1015   , 1226    , 1441    , 1654   , 1866
9      , 482    , 1263   , 1608   , 1824    , 2029    , 2233   , 2475
10     , 395    , 1017   , 1194   , 1367    , 1568    , 1741   , 1918
11     , 410    , 1163   , 1355   , 1533    , 1711    , 1892   , 2067
12     , 425    , 858    , 1135   , 1406    , 1650    , 1897   , 2124
13     , 400    , 796    , 1041   , 1255    , 1495    , 1750   , 1970
14     , 543    , 1236   , 1512   , 1784    , 1979    , 2192   , 2397
15     , 404    , 788    , 1034   , 1273    , 1492    , 1706   , 1926
16     , 354    , 735    , 999    , 1250    , 1472    , 1713   , 1964
1      , 2644   , 5227   , 6727   , 8102    , 9544    , 11060  , 12508
2      , 3262   , 3907   , 4178   , 4375    , 4574    , 4781   , 4988
3      , 407    , 735    , 932    , 1123    , 1307    , 1498   , 1683
4      , 591    , 1391   , 1588   , 1780    , 1967    , 2151   , 2338
5      , 681    , 1344   , 1652   , 1889    , 2103    , 2335   , 2559
6      , 468    , 3044   , 3257   , 3451    , 3639    , 3824   , 4009
7      , 360    , 903    , 1095   , 1282    , 1470    , 1659   , 1847
8      , 233    , 480    , 663    , 847     , 1024    , 1206   , 1391
9      , 563    , 1437   , 2536   , 2771    , 2992    , 3215   , 3430
10     , 515    , 1136   , 1328   , 1505    , 1682    , 1863   , 2040
11     , 421    , 1003   , 1189   , 1371    , 1546    , 1721   , 1898
12     , 582    , 1810   , 2277   , 2470    , 2666    , 2865   , 3068
13     , 438    , 1004   , 1331   , 1537    , 1775    , 1996   , 2216
14     , 427    , 1333   , 1520   , 1711    , 1903    , 2087   , 2268
15     , 305    , 584    , 755    , 922     , 1088    , 1262   , 1436
16     , 12910  , 13622  , 13841  , 14065   , 14269   , 14475  , 14681
17     , 515    , 1444   , 1735   , 1920    , 2108    , 2290   , 2475
18     , 418    , 1430   , 1641   , 1832    , 2014    , 2195   , 2378
19     , 552    , 1513   , 1697   , 1882    , 2057    , 2243   , 2424
20     , 451    , 1427   , 1617   , 1803    , 1985    , 2170   , 2354
21     , 1355   , 6967   , 8241   , 8454    , 8650    , 8847   , 9837
22     , 430    , 2595   , 2784   , 2972    , 3148    , 3334   , 3514
23     , 385    , 818    , 990    , 1156    , 1327    , 1503   , 1675
24     , 325    , 634    , 849    , 1068    , 1304    , 1557   , 1799
25     , 444    , 1531   , 1727   , 1913    , 2095    , 2283   , 2465
26     , 222    , 540    , 715    , 890     , 1066    , 1243   , 1416
27     , 239    , 472    , 663    , 847     , 1015    , 1189   , 1360
28     , 178    , 392    , 1124   , 1290    , 1454    , 1624   , 1794
29     , 176    , 400    , 587    , 757     , 925     , 1100   , 1268
1      , 1810   , 3424   , 4394   , 5207    , 6089    , 6931   , 7763
2      , 1945   , 3394   , 3591   , 3779    , 4145    , 4389   , 4584
3      , 12870  , 13538  , 13818  , 14042   , 14250   , 14464  , 14678
4      , 568    , 1267   , 1593   , 1811    , 2024    , 2235   , 2476
5      , 507    , 1311   , 1657   , 1897    , 2109    , 2311   , 2509
6      , 426    , 768    , 996    , 1202    , 1438    , 1663   , 1899
7      , 539    , 1477   , 1815   , 2017    , 2214    , 2423   , 2640
8      , 681    , 2428   , 2737   , 2928    , 3125    , 3329   , 3549
9      , 559    , 1487   , 2510   , 2902    , 3101    , 3309   , 3521
10     , 346    , 721    , 959    , 1180    , 1393    , 1632   , 1844
11     , 365    , 690    , 919    , 1135    , 1352    , 1574   , 1814
12     , 343    , 669    , 884    , 1101    , 1339    , 1550   , 1758
13     , 326    , 622    , 824    , 1052    , 1272    , 1485   , 1706
14     , 334    , 722    , 975    , 1211    , 1455    , 1678   , 1917
15     , 606    , 1401   , 1782   , 1995    , 2194    , 2399   , 2600
16     , 356    , 728    , 950    , 1191    , 1414    , 1665   , 1904
17     , 354    , 703    , 931    , 1153    , 1348    , 1576   , 1818
18     , 365    , 668    , 882    , 1087    , 1322    , 1572   , 1830
19     , 365    , 707    , 941    , 1153    , 1367    , 1602   , 1863
20     , 489    , 1404   , 1692   , 1893    , 2094    , 2307   , 2527
19     , 437    , 867    , 1114   , 1588    , 1841    , 2070   , 2295
1      , 2675   , 5305   , 6814   , 8166    , 9555    , 10996  , 12183
2      , 455    , 1063   , 1256   , 1447    , 1633    , 1823   , 2008
3      , 406    , 1042   , 1243   , 1432    , 1617    , 1805   , 1990
4      , 429    , 1323   , 1521   , 1703    , 1887    , 2070   , 2282
5      , 328    , 547    , 726    , 902     , 1078    , 1254   , 1435
6      , 482    , 1023   , 1203   , 1375    , 1550    , 1723   , 1914
7      , 398    , 2722   , 2906   , 3091    , 3273    , 3979   , 4158
8      , 342    , 698    , 868    , 1042    , 1212    , 1386   , 1561
9      , 424    , 1158   , 1361   , 1572    , 1767    , 1950   , 2133
10     , 422    , 2042   , 2248   , 2437    , 2620    , 2802   , 3061
11     , 414    , 779    , 966    , 1150    , 1330    , 1514   , 1691
12     , 250    , 627    , 806    , 978     , 1151    , 1347   , 1520
13     , 231    , 434    , 865    , 1045    , 1212    , 1385   , 1555
14     , 685    , 1676   , 1873   , 2052    , 2227    , 2409   , 2588
15     , 315    , 588    , 767    , 932     , 1908    , 2084   , 2254
16     , 224    , 477    , 655    , 822     , 993     , 1203   , 1373
17     , 399    , 839    , 1028   , 1217    , 1400    , 1591   , 1773
18     , 411    , 711    , 898    , 1086    , 1268    , 1446   , 1631
19     , 233    , 447    , 629    , 799     , 961     , 1137   , 1310
20     , 437    , 1036   , 1225   , 1406    , 1581    , 1766   , 1939
21     , 231    , 511    , 698    , 875     , 1051    , 1228   , 1401
22     , 206    , 396    , 570    , 752     , 916     , 1091   , 1268
23     , 174    , 390    , 565    , 737     , 901     , 1071   , 1247
24     , 359    , 879    , 1120   , 1373    , 1616    , 1844   , 2093
25     , 328    , 632    , 839    , 1071    , 1269    , 1484   , 1696
26     , 399    , 712    , 897    , 1083    , 1264    , 1447   , 1629
27     , 422    , 1323   , 1517   , 1692    , 1863    , 2038   , 2213
28     , 252    , 496    , 675    , 845     , 1013    , 1187   , 1370
29     , 203    , 407    , 581    , 777     , 941     , 1112   , 1284
30     , 423    , 733    , 919    , 1103    , 1282    , 1466   , 1644
31     , 323    , 585    , 1181   , 1374    , 1549    , 1729   , 1903
32     , 401    , 731    , 920    , 1109    , 1288    , 1471   , 1651
33     , 241    , 510    , 696    , 864     , 1025    , 1203   , 1378
34     , 279    , 540    , 733    , 899     , 1065    , 1238   , 1406
35     , 420    , 1002   , 1188   , 1367    , 1550    , 1736   , 1915
36     , 437    , 779    , 967    , 1152    , 1333    , 1514   , 1696
37     , 431    , 770    , 956    , 1139    , 1320    , 1496   , 1673
38     , 415    , 749    , 937    , 1121    , 1299    , 1699   , 1876
1      , 3200   , 5922   , 7569   , 8949    , 10094   , 11327  , 12744
2      , 432    , 1511   , 1702   , 1888    , 2071    , 2259   , 2443
3      , 416    , 1250   , 1441   , 1630    , 1814    , 2008   , 2193
4      , 342    , 859    , 1055   , 1259    , 1462    , 1688   , 1889
5      , 321    , 684    , 862    , 1033    , 1211    , 1387   , 1564
6      , 253    , 491    , 701    , 901     , 1131    , 1364   , 1622
7      , 424    , 1362   , 1552   , 1727    , 1901    , 2110   , 2285
8      , 292    , 731    , 917    , 1086    , 1283    , 1457   , 1635
9      , 244    , 465    , 634    , 801     , 974     , 1147   , 1319
10     , 416    , 1714   , 1905   , 2086    , 2269    , 11007  , 11198
11     , 672    , 2209   , 2523   , 2775    , 3028    , 3291   , 3565
12     , 585    , 1360   , 1713   , 1970    , 2220    , 2475   , 2722
13     , 612    , 1420   , 1745   , 1962    , 2185    , 2439   , 2660
14     , 509    , 1023   , 1241   , 1443    , 1639    , 1856   , 2061
15     , 498    , 817    , 1043   , 1242    , 1457    , 1694   , 2011
16     , 568    , 990    , 1220   , 1432    , 1631    , 1829   , 2044
17     , 367    , 728    , 935    , 1174    , 1391    , 1623   , 1855
18     , 419    , 1587   , 1777   , 1953    , 2124    , 2303   , 2501
19     , 291    , 536    , 710    , 882     , 1053    , 1227   , 1423
20     , 271    , 533    , 712    , 885     , 1053    , 1225   , 1400
21     , 267    , 516    , 690    , 857     , 1034    , 1202   , 1379
22     , 432    , 995    , 1177   , 1357    , 1535    , 1716   , 1890
23     , 430    , 803    , 986    , 1163    , 1340    , 1524   , 1701
24     , 398    , 702    , 887    , 1067    , 1246    , 1433   , 1614
25     , 233    , 485    , 662    , 836     , 1002    , 1187   , 1359
26     , 384    , 701    , 884    , 1067    , 1243    , 1423   , 1598
27     , 442    , 1135   , 1452   , 1627    , 1809    , 2014   , 2540
28     , 286    , 556    , 727    , 894     , 1063    , 1235   , 1409
29     , 418    , 776    , 961    , 1141    , 1319    , 1499   , 1677
30     , 302    , 641    , 865    , 1073    , 1289    , 1541   , 1779
31     , 435    , 735    , 916    , 1094    , 1273    , 1455   , 1632
32     , 246    , 600    , 802    , 1001    , 1211    , 1422   , 1622
33     , 409    , 733    , 931    , 1121    , 1303    , 1484   , 1664
34     , 516    , 1319   , 1575   , 1785    , 1962    , 2141   , 2321
35     , 265    , 632    , 820    , 987     , 1157    , 1338   , 1507
36     , 212    , 700    , 875    , 1047    , 1210    , 1378   , 1546
37     , 423    , 751    , 933    , 1116    , 1291    , 1474   , 1653
38     , 275    , 539    , 719    , 886     , 1052    , 1222   , 1400
39     , 657    , 1107   , 1363   , 1587    , 1942    , 2149   , 2353
40     , 303    , 558    , 754    , 948     , 1133    , 1311   , 1491
41     , 421    , 719    , 905    , 1085    , 1267    , 1447   , 2141
42     , 439    , 1141   , 2161   , 2356    , 2537    , 2713   , 3007
43     , 397    , 814    , 1055   , 1273    , 1492    , 1728   , 1953
44     , 251    , 531    , 717    , 913     , 1094    , 1275   , 1444
45     , 278    , 560    , 742    , 916     , 1087    , 1260   , 1433
46     , 208    , 467    , 677    , 840     , 1015    , 1188   , 1364
47     , 203    , 474    , 655    , 827     , 996     , 1175   , 1354
48     , 188    , 415    , 869    , 1034    , 1200    , 1375   , 1562
49     , 222    , 435    , 639    , 805     , 971     , 1149   , 1326
50     , 215    , 442    , 616    , 783     , 952     , 1131   , 1306
51     , 436    , 1387   , 1573   , 1746    , 1918    , 2090   , 2265
52     , 302    , 545    , 715    , 890     , 1082    , 1256   , 1432
53     , 296    , 528    , 724    , 908     , 1080    , 1257   , 1432
54     , 406    , 822    , 1004   , 1185    , 1365    , 1544   , 1723
55     , 344    , 830    , 1052   , 1279    , 1488    , 1695   , 1912
56     , 427    , 720    , 913    , 1097    , 1278    , 1465   , 1646
57     , 344    , 704    , 980    , 1226    , 1471    , 1696   , 1942
58     , 437    , 764    , 954    , 1140    , 1320    , 1498   , 1688
1      , 2934   , 5378   , 6859   , 7967    , 9076    , 10242  , 11606
2      , 658    , 1516   , 1783   , 1962    , 2144    , 2332   , 2516
3      , 2880   , 5144   , 6478   , 7610    , 8702    , 10019  , 11294
4      , 452    , 1031   , 1226   , 1418    , 1605    , 1797   , 1983
5      , 537    , 1939   , 2137   , 2335    , 2526    , 2721   , 2908
6      , 551    , 1505   , 1732   , 3190    , 3415    , 3624   , 3837
8      , 421    , 902    , 1170   , 1432    , 1700    , 1973   , 2245
7      , 356    , 835    , 1075   , 1348    , 1589    , 1824   , 2082
9      , 449    , 973    , 1164   , 1354    , 1540    , 1724   , 1908
10     , 364    , 838    , 1025   , 1205    , 1380    , 1558   , 1734
1      , 3158   , 6039   , 7297   , 8442    , 9658    , 10830  , 11942
2      , 604    , 1592   , 1785   , 1974    , 2161    , 2347   , 2536
3      , 443    , 2009   , 2210   , 2604    , 2789    , 2980   , 3169
4      , 437    , 880    , 1076   , 1265    , 1449    , 1632   , 1818
5      , 442    , 897    , 1117   , 1313    , 1504    , 1695   , 1888
6      , 540    , 1399   , 1743   , 1977    , 2307    , 2526   , 2849
7      , 505    , 1551   , 2054   , 2348    , 2543    , 2753   , 2954
8      , 367    , 777    , 1015   , 1254    , 1507    , 1746   , 1987
9      , 331    , 752    , 985    , 1214    , 1441    , 1681   , 1937
8      , 3328   , 6186   , 7658   , 8844    , 10094   , 11469  , 12843
1      , 2937   , 9228   , 10747  , 12039   , 13225   , 15431  , 16447
2      , 2864   , 5494   , 6917   , 8075    , 9310    , 10547  , 11727
3      , 615    , 1396   , 1751   , 2014    , 2244    , 2487   , 2722
4      , 666    , 1371   , 1837   , 2041    , 2253    , 2481   , 2697
5      , 379    , 1051   , 1493   , 1741    , 1973    , 2221   , 2447
6      , 342    , 780    , 996    , 1233    , 1472    , 1753   , 1994
7      , 542    , 1228   , 1554   , 1758    , 1967    , 2177   , 2383
8      , 484    , 1019   , 1282   , 1516    , 1775    , 2031   , 2279
9      , 310    , 699    , 948    , 1195    , 1447    , 1697   , 1943
1      , 173609 , 174260 , 174534 , 174775  , 175018  , 175270 , 175515
2      , 464    , 1406   , 1598   , 1790    , 1970    , 2158   , 2344
3      , 475    , 1225   , 1414   , 1600    , 1780    , 1972   , 2153
4      , 439    , 1290   , 1479   , 1666    , 1856    , 2045   , 2228
5      , 328    , 964    , 1170   , 1358    , 1565    , 1867   , 2113
6      , 450    , 1550   , 1739   , 1924    , 2114    , 2300   , 2483
7      , 414    , 768    , 961    , 1147    , 1324    , 1513   , 1695
8      , 641    , 1452   , 1638   , 1835    , 2006    , 2199   , 2384
9      , 336    , 700    , 877    , 1221    , 1388    , 1565   , 1756
10     , 539    , 779    , 949    , 1113    , 18099   , 18348  , 18532
11     , 276    , 485    , 664    , 845     , 1024    , 1202   , 1398
12     , 257    , 464    , 637    , 805     , 979     , 1151   , 1322
1      , 3629   , 6730   , 8796   , 10280   , 11780   , 13438  , 15093
2      , 368    , 1112   , 1331   , 1527    , 1742    , 1970   , 2214
3      , 442    , 1294   , 1486   , 1677    , 1861    , 2046   , 2235
4      , 445    , 999    , 1189   , 1369    , 1555    , 1741   , 1925
5      , 469    , 1376   , 1565   , 1814    , 1998    , 2193   , 3046
6      , 424    , 833    , 1023   , 1210    , 1389    , 1581   , 1766
7      , 643    , 1649   , 1962   , 2146    , 2333    , 2653   , 2831
8      , 432    , 959    , 1150   , 1339    , 1524    , 1714   , 1907
9      , 453    , 774    , 964    , 1155    , 1339    , 1531   , 1714
10     , 230    , 513    , 703    , 875     , 1049    , 1237   , 1415
9      , 2744   , 5622   , 7152   , 8658    , 9949    , 12018  , 13268
1      , 3750   , 6827   , 8558   , 10047   , 11425   , 12797  , 14178
2      , 1751   , 3666   , 4572   , 5297    , 6047    , 6860   , 7672
3      , 822    , 1647   , 2151   , 2623    , 3119    , 3614   , 4142
4      , 536    , 1291   , 1624   , 1858    , 2084    , 2336   , 2563
5      , 493    , 1276   , 1573   , 1793    , 2003    , 2229   , 2438
6      , 570    , 1594   , 2034   , 2267    , 2544    , 2779   , 3003
7      , 1252   , 3936   , 4649   , 5095    , 5899    , 6110   , 6318
8      , 496    , 1085   , 1416   , 1635    , 1885    , 2133   , 2388
9      , 398    , 809    , 1049   , 1294    , 1520    , 1753   , 1987
10     , 365    , 645    , 893    , 1135    , 1359    , 1626   , 1868
11     , 321    , 589    , 1018   , 1239    , 1506    , 1734   , 1981
12     , 611    , 2637   , 3098   , 3608    , 3814    , 4777   , 5043
1      , 2572   , 5197   , 6596   , 7807    , 9179    , 10655  , 11955
2      , 1319   , 2498   , 3288   , 3595    , 3829    , 4092   , 4336
3      , 439    , 1186   , 1405   , 1609    , 1796    , 1993   , 2183
4      , 454    , 1049   , 1241   , 1426    , 1610    , 1794   , 1980
5      , 318    , 586    , 761    , 935     , 1113    , 1288   , 1463
6      , 435    , 1592   , 1778   , 1964    , 2143    , 2329   , 2509
7      , 221    , 456    , 627    , 804     , 970     , 1145   , 1321
8      , 241    , 509    , 699    , 870     , 1041    , 1224   , 1408
9      , 751    , 2539   , 2729   , 2915    , 3096    , 3276   , 3456
1      , 2673   , 5747   , 7225   , 8467    , 9800    , 11158  , 12556
2      , 459    , 1391   , 1584   , 1776    , 1968    , 2159   , 2345
3      , 436    , 834    , 1027   , 1217    , 1404    , 1597   , 1784
4      , 437    , 3100   , 3295   , 3488    , 3676    , 3864   , 4054
5      , 442    , 986    , 1185   , 1373    , 1555    , 1745   , 1932
6      , 416    , 972    , 1163   , 1348    , 1529    , 1710   , 1895
7      , 416    , 902    , 1088   , 1274    , 1455    , 1637   , 1822
8      , 400    , 1729   , 1930   , 2114    , 2293    , 2479   , 2658
9      , 423    , 792    , 977    , 1162    , 1344    , 1527   , 1704
10     , 425    , 799    , 990    , 1177    , 1361    , 1545   , 1731
11     , 416    , 1167   , 1358   , 1548    , 1730    , 1915   , 2098
12     , 415    , 1461   , 1663   , 1847    , 2031    , 2217   , 2398
13     , 441    , 817    , 1001   , 1186    , 1363    , 1544   , 1722
14     , 436    , 756    , 953    , 1138    , 1316    , 1500   , 1683
15     , 420    , 1077   , 1266   , 1451    , 1628    , 1810   , 1991
16     , 293    , 615    , 803    , 971     , 1144    , 1322   , 1495
17     , 280    , 514    , 687    , 861     , 1032    , 1208   , 1384
18     , 302    , 542    , 723    , 901     , 1074    , 1245   , 1425
19     , 274    , 497    , 669    , 834     , 1007    , 1173   , 1341
1      , 2803   , 5189   , 6484   , 7750    , 8958    , 10125  , 11255
2      , 527    , 1311   , 1717   , 1930    , 2144    , 2358   , 2567
3      , 431    , 850    , 1042   , 1231    , 1416    , 1604   , 1788
4      , 429    , 1267   , 1459   , 1647    , 2711    , 2914   , 3099
5      , 251    , 536    , 720    , 891     , 1061    , 1247   , 1414
6      , 207    , 469    , 648    , 822     , 989     , 1166   , 1345
7      , 479    , 1208   , 1395   , 1578    , 1760    , 1941   , 2118
8      , 418    , 745    , 939    , 1124    , 1302    , 1483   , 1661
9      , 237    , 444    , 613    , 778     , 944     , 1115   , 1286
10     , 414    , 713    , 898    , 1083    , 1261    , 1448   , 1627
11     , 888    , 4561   , 5024   , 5224    , 5425    , 5634   , 7720
12     , 1033   , 1561   , 1867   , 2087    , 2307    , 2540   , 2764
13     , 266    , 573    , 801    , 1032    , 1249    , 1454   , 1646
14     , 549    , 1035   , 1256   , 1498    , 1757    , 2003   , 2248
15     , 566    , 1623   , 1932   , 2161    , 2374    , 2587   , 2800
1      , 6432   , 9015   , 10208  , 11278   , 12374   , 13392  , 14466
2      , 1003   , 2589   , 3104   , 3462    , 3783    , 4106   , 4458
3      , 817    , 1565   , 1781   , 1979    , 2164    , 2351   , 2535
4      , 631    , 1321   , 1552   , 1766    , 2100    , 2333   , 2563
5      , 3562   , 7358   , 7548   , 7736    , 7923    , 8153   , 8338
6      , 1417   , 3323   , 3506   , 3685    , 3863    , 4043   , 4226
7      , 655    , 2564   , 2753   , 2926    , 3099    , 3273   , 3448
8      , 327    , 725    , 894    , 1082    , 1255    , 1426   , 1593
9      , 284    , 500    , 687    , 876     , 1047    , 1235   , 1402
10     , 242    , 456    , 629    , 806     , 972     , 1140   , 1310
11     , 235    , 434    , 605    , 770     , 933     , 1102   , 1267
12     , 433    , 1428   , 1615   , 1798    , 1975    , 2155   , 2336
13     , 417    , 955    , 1141   , 1317    , 1498    , 1682   , 1856
14     , 365    , 985    , 1221   , 1445    , 1646    , 1877   , 2094
15     , 427    , 1069   , 1259   , 1447    , 1629    , 1813   , 1992
16     , 429    , 1004   , 1260   , 1448    , 1628    , 1808   , 2155
17     , 432    , 1054   , 1242   , 1429    , 1615    , 1811   , 1992
18     , 222    , 454    , 628    , 808     , 974     , 1164   , 1342
19     , 187    , 393    , 567    , 736     , 898     , 1072   , 1250
20     , 437    , 726    , 917    , 1101    , 1289    , 1473   , 1656
21     , 304    , 581    , 779    , 955     , 1126    , 1303   , 1481
22     , 416    , 1380   , 1562   , 1745    , 1922    , 2102   , 2283
23     , 311    , 670    , 861    , 1079    , 1277    , 1480   , 1697
24     , 455    , 780    , 964    , 1150    , 1330    , 1518   , 1700
25     , 470    , 838    , 1090   , 1362    , 1579    , 1829   , 2115
26     , 1120   , 1942   , 2357   , 2547    , 2756    , 3052   , 3287
27     , 383    , 752    , 1002   , 1250    , 1471    , 1669   , 1886
28     , 350    , 722    , 965    , 1194    , 1403    , 1617   , 1855
29     , 358    , 683    , 909    , 1124    , 1357    , 1610   , 1822
30     , 360    , 709    , 951    , 1191    , 1404    , 1621   , 1846
31     , 346    , 725    , 952    , 1176    , 1415    , 1650   , 1898
32     , 348    , 680    , 945    , 1202    , 1438    , 1674   , 1902
33     , 762    , 1668   , 1857   , 2038    , 2216    , 2390   , 2569
34     , 425    , 727    , 914    , 1100    , 1280    , 1463   , 1678
35     , 254    , 540    , 720    , 893     , 1060    , 1236   , 1413
1      , 3083   , 5428   , 6803   , 7983    , 9199    , 10386  , 11732
2      , 555    , 1397   , 1741   , 1940    , 2150    , 2355   , 2572
3      , 442    , 2238   , 2449   , 2641    , 2968    , 3154   , 3344
4      , 272    , 745    , 924    , 1092    , 1262    , 1447   , 1623
5      , 2681   , 5070   , 6409   , 7609    , 8826    , 10034  , 11326
6      , 484    , 1122   , 1318   , 1509    , 1693    , 1880   , 2069
7      , 418    , 734    , 928    , 1117    , 1305    , 1500   , 1689
8      , 2875   , 5300   , 6698   , 7875    , 9070    , 10198  , 11333
9      , 433    , 1130   , 1316   , 1499    , 1828    , 2008   , 2185
10     , 640    , 1559   , 1839   , 2046    , 2253    , 3170   , 3388
11     , 294    , 746    , 1241   , 1479    , 1675    , 1911   , 2111
12     , 439    , 1171   , 1364   , 1549    , 1727    , 1906   , 2084
13     , 497    , 2838   , 3025   , 3214    , 3387    , 3566   , 3762
1      , 3033   , 5367   , 6753   , 7894    , 9266    , 10436  , 11811
2      , 618    , 1218   , 1459   , 1663    , 1913    , 2123   , 2351
3      , 77763  , 78564  , 78883  , 79141   , 79384   , 79611  , 79883
4      , 1645   , 2963   , 3793   , 5249    , 5453    , 5652   , 5853
5      , 490    , 1100   , 1424   , 1690    , 1933    , 2163   , 2403
6      , 3948   , 7031   , 8764   , 10302   , 12124   , 13686  , 15166
7      , 650    , 1228   , 1531   , 1726    , 1920    , 2290   , 2483
8      , 413    , 843    , 1076   , 1283    , 1479    , 1701   , 1915
9      , 442    , 784    , 981    , 1182    , 1372    , 1564   , 1757
10     , 424    , 1106   , 1294   , 1481    , 1662    , 1846   , 2028
11     , 294    , 569    , 740    , 912     , 1084    , 1252   , 1425
1      , 2627   , 5158   , 6528   , 7627    , 8710    , 9938   , 11150
2      , 431    , 1140   , 1329   , 1511    , 1696    , 1882   , 2069
3      , 935    , 1776   , 2501   , 2761    , 3150    , 3477   , 4060
4      , 2726   , 4978   , 6370   , 7584    , 8769    , 10050  , 11333
5      , 461    , 1170   , 1363   , 1591    , 1777    , 1965   , 2153
6      , 462    , 1281   , 1474   , 1664    , 1848    , 2038   , 2223
7      , 448    , 1429   , 1632   , 1822    , 2005    , 2194   , 2377
8      , 496    , 1632   , 1827   , 2016    , 2205    , 2393   , 2576
9      , 405    , 839    , 1032   , 1218    , 1404    , 1594   , 1779
10     , 1851   , 2302   , 2485   , 2668    , 2844    , 3024   , 3207
11     , 753    , 1709   , 2023   , 2242    , 2453    , 4475   , 4694
12     , 545    , 1162   , 1355   , 1537    , 1719    , 1896   , 2072
13     , 431    , 794    , 994    , 1176    , 1355    , 1537   , 1714
12     , 3499   , 7218   , 9041   , 10718   , 12343   , 13968  , 15735
11     , 550    , 1232   , 1417   , 1598    , 1781    , 1966   , 2259
10     , 761    , 1287   , 1475   , 1661    , 1835    , 2018   , 2197
9      , 392    , 892    , 1077   , 1259    , 1439    , 1621   , 1797
8      , 433    , 1199   , 1384   , 1568    , 1753    , 1932   , 2110
7      , 1272   , 1596   , 1782   , 1968    , 2145    , 2329   , 2510
8      , 3364   , 7222   , 8716   , 9933    , 11194   , 12539  , 13864
9      , 530    , 1263   , 1638   , 1851    , 2055    , 2253   , 2454
10     , 486    , 1305   , 1614   , 1823    , 2011    , 2227   , 2449
11     , 671    , 1411   , 1736   , 2041    , 2245    , 2443   , 2644
12     , 515    , 1902   , 2093   , 2261    , 2435    , 2607   , 2779
13     , 994    , 1324   , 1506   , 1693    , 1874    , 2057   , 2233
14     , 599    , 1393   , 1610   , 1791    , 1969    , 2147   , 2321
15     , 421    , 853    , 1038   , 1223    , 1399    , 1577   , 1754
16     , 420    , 1195   , 1388   , 1570    , 1751    , 1935   , 2114
17     , 327    , 741    , 938    , 1136    , 1672    , 1901   , 2119
18     , 395    , 679    , 870    , 1051    , 1227    , 1408   , 1585
1      , 3558   , 6427   , 8302   , 10055   , 11814   , 13483  , 15124
2      , 644    , 1475   , 1785   , 2118    , 2319    , 2593   , 2801
3      , 724    , 1834   , 2173   , 2400    , 2709    , 2933   , 3163
4      , 3042   , 5890   , 7300   , 8654    , 9928    , 11195  , 13375
5      , 1658   , 2128   , 2324   , 2512    , 2693    , 2887   , 3074
6      , 442    , 1098   , 1288   , 1478    , 1660    , 1848   , 2030
7      , 414    , 898    , 1078   , 1258    , 1432    , 1616   , 1795
