Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
search_alone/1,5.831018200573428e-2,5.540263891288585e-2,6.056473015103272e-2,5.320030676877217e-3,2.8617686756921426e-3,8.48950282278466e-3
search_alone/2,0.11449189205044591,0.11230079667433084,0.1184851806226057,5.172966408584703e-3,1.747743853415325e-3,8.545036631993314e-3
search_alone/3,0.10677712551605377,0.10420928099443794,0.11090229322050234,5.9775762017212665e-3,2.4889348075413822e-3,1.0301712719957624e-2
search_alone/4,0.10845903783766149,0.10597760763277186,0.1118842669665051,5.414579526716731e-3,2.0772691087691075e-3,8.602468427679463e-3
search_alone/5,0.1109932325032187,0.1066760307889319,0.1140523020330721,5.746528311045974e-3,3.459260078664438e-3,9.625492468623603e-3
search_alone/6,0.11599012835177844,0.11213351091158567,0.11982459537552563,6.361069992235695e-3,4.241240106587059e-3,1.0674283757023175e-2
search_alone/7,0.1197068964353285,0.11619752557898855,0.12435666266870982,6.917838472586188e-3,3.6026737834676326e-3,1.0848229371057653e-2
search_alone/8,0.12147271808084922,0.11847568033727578,0.12502849892632878,6.254136281385486e-3,4.2345795558676284e-3,1.11438309280533e-2
search_alone/9,0.12308785438671119,0.11943613223393415,0.12636714418223544,5.929016322448759e-3,3.6534357998292124e-3,9.617594190677762e-3
search_alone/11,0.12554525711222625,0.12212632394607863,0.13038242387284668,7.144804598763745e-3,4.1023013080014785e-3,1.2818646872415747e-2
search_alone/13,0.1257595865804803,0.1217322553428291,0.1294338976642119,6.138234596056406e-3,4.078875485948399e-3,1.1000314692717244e-2
search_alone/15,0.12695376969478883,0.12262751784531449,0.1310856191570569,6.637484045519558e-3,4.512423611897486e-3,1.0898983146309145e-2
search_alone/17,0.1262627633121131,0.12371432644377515,0.1301591777108322,5.682793816243901e-3,2.350287303075035e-3,1.0209125266028258e-2
search_alone/19,0.12586415942896667,0.12264051143661892,0.1286963470193592,5.77651991733135e-3,3.41577389128386e-3,9.812490445126925e-3
search_alone/17 b,9.320248897320675e-2,8.977201356981396e-2,9.653878673771561e-2,5.886049275382098e-3,3.2416330718784796e-3,9.279920817459522e-3
search_alone/19 b,9.271232473297814e-2,9.000405532669907e-2,9.735958684824388e-2,6.946473989720192e-3,1.996351740470117e-3,1.1701716013288012e-2
