length , start  , read   , filter , measure , tagging , sort   , end
4, 516, 1277, 2654, 2848, 3036, 3224, 3421
5, 2692, 6113, 6679, 8706, 9106, 9341, 9576
6, 1354, 6518, 6717, 6908, 7094, 7299, 7495
7, 798, 2003, 2190, 2374, 2563, 2752, 2942
8, 1218, 4121, 4317, 4508, 4699, 4885, 5082
9, 827, 1395, 1584, 1767, 1953, 2139, 2330
10, 578, 1364, 1550, 1740, 1933, 2114, 2305
11, 636, 1799, 2246, 2509, 2769, 3034, 4086
12, 1010, 1967, 2148, 2331, 2511, 2694, 2886
13, 283, 708, 883, 1054, 1227, 1731, 1910
14, 300, 721, 957, 1189, 1423, 1673, 1930
15, 581, 1512, 1701, 1891, 2079, 2263, 2455
16, 442, 785, 969, 1154, 1333, 1515, 1708
17, 463, 835, 1022, 1205, 1385, 1567, 1760
18, 289, 543, 714, 1037, 1213, 1387, 1555
19, 635, 1867, 2091, 2321, 2523, 2735, 2944
1, 436, 1190, 1376, 1562, 1748, 1935, 2134
2, 900, 3374, 4218, 4434, 4650, 4852, 5063
3, 345, 758, 954, 1140, 1324, 1863, 2059
4, 548, 1200, 1406, 1604, 1788, 1980, 2185
5, 332, 648, 844, 1047, 1251, 1454, 1661
6, 554, 1277, 1467, 1660, 1851, 2041, 2243
7, 464, 842, 1036, 1225, 1417, 1605, 1803
8, 647, 1141, 1355, 1579, 1809, 2026, 2238
9, 481, 806, 998, 1181, 1369, 1552, 1751
10, 299, 579, 757, 937, 1116, 1291, 1463
1, 2616, 4654, 5715, 6779, 7829, 8848, 9928
2, 544, 1168, 1364, 1549, 1740, 1981, 2184
3, 562, 1366, 1557, 1749, 1939, 2131, 2331
4, 613, 1993, 2185, 2384, 2575, 2767, 2972
5, 410, 801, 1032, 1278, 1594, 1824, 2061
6, 247, 569, 754, 945, 1124, 1302, 1474
7, 569, 1287, 1481, 1673, 1861, 2050, 2245
8, 458, 900, 1089, 1274, 1461, 1650, 1846
9, 673, 1732, 1924, 2111, 2295, 2481, 2672
10, 436, 989, 1168, 1344, 1517, 1713, 1900
11, 425, 740, 928, 1114, 1296, 1480, 1718
12, 291, 548, 728, 903, 1076, 1250, 1418
13, 482, 1200, 1398, 1595, 1794, 1993, 2199
1, 3366, 6475, 8091, 9516, 10814, 12166, 13490
2, 555, 1469, 1665, 1854, 2046, 2241, 2442
3, 338, 663, 882, 1129, 1379, 1630, 1834
4, 735, 2284, 2485, 2682, 2888, 3561, 3772
5, 521, 2249, 2481, 2704, 2901, 3327, 3614
6, 583, 1108, 1321, 1539, 1757, 1971, 2186
7, 429, 1095, 1336, 1593, 1901, 2158, 2408
8, 397, 764, 1007, 1239, 1482, 1754, 1980
9, 737, 2122, 2352, 2562, 2761, 2958, 3167
10, 561, 2155, 2379, 2594, 2799, 3005, 3222
11, 427, 848, 1109, 1370, 1619, 2024, 2239
12, 399, 775, 1030, 1265, 1509, 1780, 2030
13, 1512, 2842, 3532, 4178, 4757, 5342, 5904
14, 805, 2655, 3047, 3239, 3452, 3642, 3839
15, 478, 1302, 1540, 1738, 1932, 2147, 2564
16, 348, 839, 1139, 1394, 1650, 1889, 2132
17, 341, 688, 954, 1179, 1404, 1691, 1906
18, 1496, 2670, 2850, 3026, 3201, 3373, 3562
19, 1300, 2571, 2762, 2940, 3127, 3303, 3468
20, 462, 821, 1025, 1229, 1414, 1599, 2283
21, 491, 913, 1186, 1431, 1655, 1866, 2066
22, 382, 687, 901, 1098, 1297, 1509, 1727
23, 382, 745, 997, 1218, 1434, 1692, 1935
24, 1209, 2536, 2730, 2925, 3240, 3432, 3615
